ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ocupación;Ingresos;¿Cuántas personas viven en su casa, incluido usted?;Café instantáneo;Margarina;Café molido;Carnes frías;Chocolate en pastilla;Calzado Deportivo;Jugos;Aguaembotellada;Gaseosas;Bebidasachocolatadasinstantánea;Ron;Cervezas;Cigarrillos;Aguardiente;Whisky;Vodka;Jabones para el cuerpo;Cremas faciales;Cremas corporales;Jabones faciales;Champú;Cremas de afeitar;Pañales para adultos;Pañales para niños;Tampones;Protectores diarios;Toallas higiénicas;Protector solar;Ropa Casual;Desodorantes;Preservativos;Vehículos;Ropa Deportiva;Calzado Casual;Reproductores de Audio Portátiles (mp3/mp4);Equipos Celulares;Computadores;Siento que la publicidad ha invadido todos mis espacios;Utilizo frases de comerciales para expresarme ;Cuando hay una campaña publicitaria que me llama la atención suelo comentarlo con mis amigos;Creo que la publicidad produce una exageración en el consumo de productos;Creo que la publicidad impone modas;Hay publicidad que me ha cambiado la forma de pensar respecto a situaciones de la vida;Creo que la publicidad impone modelos de belleza ;Creo que cualquier persona puede hacer publicidad ;Suelo cantar las canciones de los comerciales;Confío en lo que las empresas prometen a través de la publicidad.;Si aparece una persona famosa en un comercial, me da más confianza el producto.;Me parece que la publicidad exagera todo.;Cuando me gusta un comercial, me intereso más por el producto que ofrece;Sólo compro productos de marcas que hacen publicidad;La publicidad colombiana no invita a comprar
1169;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;colcafe;nr;nr;nr;nr;puma;hit;h2oh;cocacola;;viejodecaldas;aguila;;antioqueño;oldparr;absolut;protex;nivea;nivea;avon;sedal;nr;nr;nr;kotex;nosotras;nosotras;nivea;tennis;rexona;today;chevrolet;adidas;nr;nr;nokia;hewlett packard;3;1;3;2;3;2;4;3;2;2;3;2;3;3;3
1170;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;nr;nr;nr;nr;corona;puma;tuttifrutti;cristal;postobon;;santafe;bavaria;kool;nectar;blackjack;absolut;protex;esika;esika;esika;pantene;otras;nr;nr;kotex;nosotras;nosotras;nivea;nr;rexona;today;nr;nr;nr;nr;motorola;nr;3;3;4;4;5;4;4;2;4;3;4;5;5;4;3
1171;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;2;nescafe;alpina;nr;zenu;corona;nike;hit;;cocacola;milo;viejodecaldas;clubcolombia;kool;antioqueño;;absolut;rexona;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;groggy;axe;today;nr;nike;converse;ipod;samsung;dell;4;4;2;2;4;1;3;4;2;4;3;4;3;2;1
1172;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;lukafe;campi;sello rojo;nr;sol;nike;delvalle;brisa;postobon;chocolisto;viejodecaldas;aguila;;nectar;;absolut;dove;nr;nr;nr;pantene;gillette;nr;nr;nr;nr;nr;nr;nr;nivea;duo;renault;nr;nr;nr;motorola;nr;4;3;5;4;5;2;4;2;4;2;2;3;4;2;1
1173;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 1´001.000 -- $ 2,000.000;3;nr;la fina;aguila roja;nr;nr;adidas;;cristal;cocacola;;viejodecaldas;costeña;kool;antioqueño;;absolut;dorado;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;diesel;axe;today;nr;adidas;nr;nr;nokia;nr;4;4;5;2;5;2;5;1;5;4;5;2;5;5;1
1174;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;colcafe;nr;sello rojo;zenu;sol;adidas;hit;manantial;cocacola;chocolisto;viejodecaldas;otras;;nectar;oldparr;;lux;avon;avon;neko;ego;gillette;nr;nr;nr;nr;nr;nr;americanino;speed stick;today;nr;adidas;nr;nr;alcatel;dell;3;2;4;4;4;4;4;2;3;3;4;3;4;4;3
1175;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;colcafe;la fina;nr;nr;corona;nr;naturales;brisa;cocacola;;;;;;;;rexona;ponds;vasenol;nr;h&s;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;cualquiera/generica;cualquiera;nr;motorola;nr;1;1;2;4;4;4;2;2;2;1;1;4;2;1;1
1176;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nestlé;rama;nr;zenu;nacional de chocolates;nr;;cristal;postobon;;;;;;;;rexona;nivea;nivea;neko;sedal;nr;nr;nr;kotex;kotex;kotex;nr;nr;balance;nr;nr;nr;nr;nr;nokia;nr;3;1;4;5;5;3;5;2;4;1;3;5;4;1;2
1177;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;colcafe;la fina;nr;zenu;sol;nr;otras;;cocacola;milo;;;;;;;protex;ponds;lubriderm;nr;sedal;nr;nr;nr;ob;kotex;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;3;4;4;3;4;4;5;3;3;3;3;4;4;3;2
1178;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;nr;la buena;sello rojo;zenu;sol;nr;;;;chocolisto;;;mustangazul;;;;protex;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;2;3;3;4;4;4;5;2;2;4;1;3;3;4;3
1179;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;7.   Busca empleo;Menos de  $ 500.000;3;juan valdez;nr;nr;nr;sol;puma;alpina;brisa;cocacola;alpin;viejodecaldas;costeña;kool;antioqueño;oldparr;;palmolive;j&j;nivea;nivea;loreal;veet;nr;nr;ob;nosotras;nosotras;sundown;studio f;lady speed stick;nr;nr;puma;bossi;nr;sony ericsson;nr;4;2;4;5;5;4;5;1;2;4;5;5;4;4;4
1180;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;sello rojo;la fina;nr;nr;sol;nr;tampico;brisa;cocacola;chocolisto;santafe;poker;mustang;nectar;;;protex;nr;nr;neko;sedal;nr;nr;nr;ob;nosotras;kotex;sun day;nr;lady speed stick;nr;nr;nr;nr;lg;nokia;nr;1;3;5;5;4;1;2;4;2;1;1;3;5;3;2
1181;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;4;colcafe;la fina;nr;nr;nr;nr;alpina;;postobon;;;;;;;;palmolive;nr;nr;nr;pantene;nr;nr;nr;nr;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;3;2;4;5;5;2;5;3;3;2;3;5;3;2;2
1182;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;2;colcafe;la fina;sello rojo;zenu;sol;puma;tampico;brisa;postobon;alpin;viejodecaldas;aguila;;;buchannans;;protex;nivea;nivea;neko;sedal;nr;nr;nr;nr;nosotras;nosotras;sun day;nr;lady speed stick;nr;nr;nr;otras;nr;motorola;compaq;1;3;5;1;5;4;4;1;4;4;1;5;5;1;1
1183;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;2;colcafe;rama;nr;zenu;corona;nike;alpina;oasis;cocacola;chocolisto;viejodecaldas;aguila;pielroja;chinchin;chivas;;protex;nr;otras;dove;sedal;nr;nr;nr;ob;nosotras;kotex;sunaid;nr;rexona;duo;nr;adidas;nike;nr;nokia;samsung;3;2;3;4;5;3;3;4;4;2;3;5;4;3;2
1184;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;4.   Budista;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;4;nescafe;la buena;la bastilla;suizo;sol;adidas;hit;oasis;postobon;milo;tresesquinas;corona;marlboro;antioqueño;chivas;absolut;neko;ponds;nr;neko;ego;avon;nr;nr;nr;nr;nr;nr;otras;rexona;piel;volkswagen;adidas;converse;titan;nr;hewlett packard;4;3;5;5;5;3;4;2;2;4;2;2;4;3;2
1185;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;2.   Trabaja independientemente (informal);Menos de  $ 500.000;1;sello rojo;rama;nr;nr;sol;nr;tampico;brisa;bigcola;;;poker;;;;;protex;nr;nr;nr;pantene;nr;nr;pequeñin;ob;nosotras;kotex;sun day;nr;lady speed stick;otras;nr;nr;nr;nr;nokia;lg;4;2;2;3;3;3;3;4;3;2;3;2;2;2;3
1186;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;nr;la fina;aguila roja;zenu;corona;nr;hit;;;milo;;;;;;;dove;nr;nr;neko;h&s;gillette;nr;nr;nr;nr;nr;nr;nr;rexona;duo;nr;nr;nr;nr;nr;nr;3;3;4;3;4;4;3;3;3;2;2;3;2;2;3
1187;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nescafe;la fina;nr;zenu;nr;puma;delvalle;;cocacola;;;reds;;;;;protex;nr;nr;nr;pantene;nr;nr;nr;nr;nosotras;nosotras;nr;nr;nr;today;nr;nr;nr;ipod;lg;compaq;3;2;3;4;4;1;5;5;4;2;4;4;4;4;1
1188;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nescafe;la fina;sello rojo;nr;sol;adidas;;cristal;postobon;chocolisto;viejodecaldas;costeña;;;;;j&j;acid mantle;j&j;j&j;sedal;nr;nr;pequeñin;nr;nosotras;kotex;sundown;nr;rexona;nr;chevrolet;nike;nr;nr;nokia;hewlett packard;1;4;5;4;5;3;3;3;4;3;3;4;4;3;3
1189;Ciudad 2;3;17 - 24;Masculino;Unión Libre;Pregrado;7.   Ninguna;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;5;aguila roja;nr;nr;nr;sol;reebok;;oasis;;;;aguila;;;;smirnoff;neko;lubriderm;lubriderm;clean & clear;sedal;gillette;nr;nr;nr;nr;nr;sundown;tennis;balance;today;kia;adidas;op;nr;sony ericsson;dell;1;1;4;4;4;3;1;3;2;3;1;4;2;2;3
1190;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;la bastilla;la buena;sello rojo;rica;corona;adidas;hit;brisa;cocacola;chocolisto;boyaca;aguila;;lider;;;carey;biototal;lebel;neko;ebel;nr;nr;nr;nr;kotex;nosotras;sundown;nr;lebel;nr;ford;nr;nr;nr;nokia;accer;2;2;5;3;5;4;4;2;5;3;2;3;3;3;1
1191;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;7.   Busca empleo;No poseo ingresos propios;2;nr;nr;nr;nr;nr;adidas;;;;;jamaica;costeña;;nectar;johnthomas;ivanoff;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nokia;nr;5;1;4;5;5;1;4;2;3;1;1;4;3;1;2
1192;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;colcafe;nr;nr;nr;nr;spring step;;cristal;;alpin;santafe;aguila;kool;antioqueño;johnniewalker;;protex;nr;j&j;protex;pantene;nr;nr;nr;nr;nr;nosotras;tanga;atmosphera;lady speed stick;nr;nr;nr;spring step;lg;nokia;compaq;3;1;3;5;4;4;4;4;2;2;1;2;3;3;3
1193;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nescafe;nr;nr;nr;sol;nike;hit;cristal;cocacola;milo;medellin;poker;;nectar;grants;absolut;nivea;nr;nr;nr;h&s;gillette;nr;nr;nr;nr;nr;nr;banana;rexona;today;nr;adidas;puma;ipod;samsung;toshiba;3;3;4;4;4;4;3;5;2;3;3;3;4;2;2
1194;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;2;colcafe;la buena;nr;brost;marcas propias supermercados;nr;hit;;;nesquick;;costeña;belmont;;;;lux;avon;avon;nr;dove;nr;nr;nr;nr;nr;marcas propias supermercados;banana boat;nr;avon;nr;nr;nr;nr;nr;nokia;compaq;3;2;2;4;4;2;4;3;2;3;2;4;1;1;2
1195;Ciudad 2;3;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;3;nescafe;la fina;nr;nr;corona;nr;cifrut;cristal;cocacola;chocolisto;;;;;;;protex;nivea;nr;nr;sedal;nr;nr;nr;nr;kotex;kotex;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;3;5;3;3;4;3;4;2;2;4;2;4;1;2;4
1196;Ciudad 2;3;17 - 24;Masculino;Casado(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;16;colcafe;nr;sello rojo;nr;nr;nike;alpina;brisa;spitre;;viejodecaldas;costeña;;antioqueño;chivas;;palmolive;lebel;lebel;nr;j&j;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;nr;nokia;toshiba;3;1;4;5;5;4;4;4;1;4;3;4;3;2;1
1197;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;6;nescafe;nr;aguila roja;nr;sol;nike;soka;cristal;cocacola;;;costeña;;antioqueño;;;rexona;nivea;nivea;nr;sedal;otras;nr;nr;nr;nr;nosotras;nr;groggy;lady speed stick;nr;volkswagen;nike;adidas;ipod;nokia;hewlett packard;4;3;5;5;5;3;5;3;1;4;4;4;3;3;2
1198;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;5;nescafe;nargarina;nr;nr;sol;nr;tuttifrutti;;colombiana;;;costeña;;;;;lux;nr;nr;nr;sedal;nr;nr;nr;nosotras;nr;nosotras;nr;nr;nivea;nr;nr;nr;nr;nr;sony ericsson;nr;4;2;3;5;5;1;5;5;5;1;1;1;1;1;1
1199;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;3;nr;la fina;nr;zenu;sol;nr;tuttifrutti;;postobon;milo;;aguila;;nectar;;;nr;nr;nr;nr;ego;gillette;nr;nr;nr;nr;nr;nr;arturo calle;adidas;today;nr;nr;arturo calle;nr;nr;dell;2;2;2;4;2;2;2;2;3;3;3;3;3;1;1
1200;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;6;nescafe;la fina;nr;zenu;corona;puma;;brisa;cocacola;;santafe;poker;;antioqueño;buchannans;;rexona;nr;nr;protex;ego;nr;nr;nr;nr;nr;nr;sundown;abril;speed stick;duo;honda;saeta;nr;nr;sony ericsson;compaq;5;4;2;3;3;3;2;3;2;3;3;4;1;3;2
1201;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;2;nescafe;campi;nr;zenu;sol;nike;tampico;cristal;cocacola;chocolisto;santafe;aguila;;nectar;;;palmolive;ponds;lubriderm;neko;frutive;nr;nr;nr;nosotras;nosotras;nosotras;tanga;nr;lady speed stick;today;nr;nike;nr;sony;nokia;nr;2;2;4;2;2;4;2;2;5;2;2;3;2;2;4
1202;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;3;nescafe;nr;nr;nr;sol;nike;soka;cristal;cocacola;;santafe;aguila;mustangazul;antioqueño;;;cualquiera;nr;nr;nr;j&j;nr;nr;nr;nr;nr;nr;nr;nr;nr;today;nr;nike;nr;nr;nokia;nr;2;2;4;2;4;4;3;4;2;2;2;5;2;2;2
1203;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;5.    Estudia;No poseo ingresos propios;5;nescafe;rama;nr;nr;luker;nr;nectar;cristal;postobon;nesquick;santafe;corona;marlboro;cristal;grants;;j&j;ponds;vasenol;dove;j&j;gillette;nr;huggies;kotex;nosotras;kotex;nr;banana;lady speed stick;today;nr;nr;primavera;nr;motorola;samsung;1;1;4;5;5;5;5;5;2;2;1;5;3;2;4
1204;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;7.   Busca empleo;No poseo ingresos propios;3;sello rojo;nr;nr;nr;otras;nike;tampico;cristal;postobon;;santafe;aguila;americangold;antioqueño;;;dove;ponds;vasenol;nr;pantene;nr;nr;nr;ob;nosotras;carefree;nivea;nr;adidas;nr;chevrolet;adidas;nr;ipod;sony ericsson;hewlett packard;3;3;1;3;5;4;4;3;3;3;3;3;1;1;1
1205;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;6.   Otra:;Con Hijos;3;3.   Empresario o Contratista;Mas de $ 3,001.000;3;sello rojo;nr;nr;otras;nr;nr;;brisa;;;;aguila;;;;;nr;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;motorola;nr;1;1;1;1;1;1;5;1;1;5;5;1;1;5;5
1206;Ciudad 2;3;17 - 24;Femenino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;7;nescafe;la buena;sello rojo;nr;corona;nr;soka;brisa;;;;;;;;;dorado;nr;nr;nr;ego;nr;nr;nr;nr;nosotras;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nr;nr;2;2;2;2;5;1;5;4;1;5;1;3;1;3;1
1207;Ciudad 2;3;17 - 24;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;3;nr;la fina;sello rojo;zenu;bogotana;nike;;cristal;;;;;;;;;palmolive;otras;nivea;neko;sedal;gillette;nr;winny;ob;nosotras;nosotras;nr;nr;rexona;nr;nr;nr;nr;nr;nokia;nr;2;3;2;2;2;5;4;3;3;3;2;3;4;1;2
1208;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;nescafe;la buena;nr;nr;sol;puma;hit;brisa;postobon;milo;;costeña;;;;;rexona;avon;avon;dove;pantene;nr;nr;pequeñin;nr;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;sony ericsson;nr;3;2;3;1;4;3;1;3;1;1;1;5;5;1;3
1209;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;5;la bastilla;la fina;sello rojo;zenu;sol;puma;hit;;postobon;;;costeña;belmont;nectar;;;lux;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;axe;nr;nr;nr;nr;sony;sony ericsson;dell;2;1;3;3;5;3;5;2;3;4;4;4;3;3;2
1210;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;No poseo ingresos propios;5;colcafe;la fina;sello rojo;pietran;sol;adidas;tampico;brisa;cocacola;milo;viejodecaldas;costeña;;;;;dove;ponds;j&j;clean & clear;sedal;nr;nr;nr;ob;stayfree;kotex;sundown;tennis;rexona;today;nr;nr;bossi;gigatech;lg;samsung;2;4;5;3;4;4;4;2;4;3;2;4;4;4;1
1211;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;2;nr;la fina;nr;zenu;corona;adidas;;;cocacola;alpin;viejodecaldas;poker;mustang;antioqueño;chivas;;axe;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;levis;gillete;today;nr;adidas;nr;nr;motorola;hewlett packard;3;1;4;3;3;2;3;4;4;3;4;4;4;3;3
1212;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;7.   Busca empleo;No poseo ingresos propios;5;nescafe;la fina;sello rojo;zenu;corona;puma;cifrut;cristal;;;;;marlboro;cristal;sellorojo;veraskaya;protex;nr;avon;nr;ego;nr;nr;nr;nr;nr;nr;nr;adidas;rexona;rosetex;nr;nr;puma;nr;motorola;nr;3;3;3;1;3;4;1;3;2;3;3;3;2;3;1
1213;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;4;nescafe;la fina;nr;zenu;sol;puma;hit;;cocacola;;viejodecaldas;aguila;belmont;nectar;;;rexona;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;pronto;axe;nr;nr;adidas;velez;nr;nokia;accer;4;1;2;3;5;3;5;5;1;1;1;5;1;1;2
1214;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);Menos de  $ 500.000;7;la bastilla;rama;sello rojo;nr;nr;nike;;cristal;cocacola;chocolisto;santafe;;;;oldparr;;j&j;nr;j&j;nr;pantene;nr;nr;nr;nr;nosotras;kotex;nr;nr;rexona;nr;nr;nr;nr;gigatech;motorola;hewlett packard;2;2;4;2;4;4;4;4;3;3;2;4;2;2;2
1215;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;5;oma;la fina;aguila roja;nr;nr;nr;;brisa;pepsi;;;;;;;;protex;nr;nr;neko;h&s;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;toshiba;nokia;hewlett packard;5;2;3;5;5;3;4;4;3;2;2;4;4;2;4
1216;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;lukafe;la buena;nr;suizo;sol;nr;;;;;viejodecaldas;;kool;nectar;;;nr;nr;nr;nr;salomé;nr;nr;nr;nr;nr;stayfree;nr;nr;rexona;nr;nr;nr;nr;ipod;lg;nr;2;1;2;4;3;4;3;1;2;3;2;3;3;2;1
1217;Ciudad 2;3;25 - 34;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;3.   Empresario o Contratista;$ 501.000 -- $ 1´000.000;5;nestlé;rama;nr;zenu;vitachocolate;puma;delvalle;manantial;cocacola;;;;;;;;dorado;nr;nr;nr;yanbal;nr;nr;nr;nr;nr;nr;nr;armi;yanbal;nr;chevrolet;nr;bossi;nr;otras;hewlett packard;3;2;4;4;4;4;4;4;2;3;2;2;3;2;2
1218;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;9.   Se dedica al hogar;No poseo ingresos propios;5;nescafe;la fina;sello rojo;nr;diana;nr;hit;cristal;;chocolisto;;;;;;;rexona;ponds;lubriderm;nivea;sedal;nr;nr;winny;nr;nr;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nokia;nr;2;1;4;4;4;4;4;4;4;2;2;3;4;2;1
1219;Ciudad 2;3;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;2;3.   Empresario o Contratista;Menos de  $ 500.000;6;nestlé;becel;otras;zenu;vitachocolate;puma;hit;brisa;cocacola;nesquick;;;;;;;protex;yanbal;yanbal;nr;savital;nr;nr;huggies;ob;nosotras;carefree;nivea;armi;speed stick;nr;chevrolet;nr;otras;nr;motorola;nr;2;3;4;5;5;3;5;3;4;2;5;5;3;2;3
1220;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 1´001.000 -- $ 2,000.000;5;nescafe;la fina;aguila roja;nr;corona;adidas;delvalle;;cocacola;;;;;;;;nr;nr;nr;nivea;pantene;nr;nr;nr;nr;nr;nr;nr;groggy;gillete;today;nr;nr;bossi;nr;nokia;hewlett packard;4;1;3;5;5;2;5;4;4;2;4;3;4;2;1
1221;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;3;nr;nr;sello rojo;ranchera;bogotana;nr;;;cocacola;;viejodecaldas;costeña;;dobleanis;;;protex;avon;avon;nr;h&s;jgb;nr;nr;nr;nosotras;nosotras;solar;nr;nr;nr;nr;nr;nr;nr;motorola;nr;2;2;4;3;4;4;4;2;4;2;2;4;4;2;4
1222;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;10;nr;la fina;sello rojo;zenu;sol;nike;cifrut;brisa;cocacola;;;costeña;mustang;;;;palmolive;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;speed stick;nr;nr;nr;nr;nr;nokia;nr;4;4;4;4;4;3;2;4;1;4;2;5;2;2;4
1223;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;2;sello rojo;la fina;sello rojo;suizo;sol;adidas;tuttifrutti;oasis;cocacola;chocolisto;santafe;aguila;;;sellorojo;absolut;protex;nr;avon;nr;h&s;gillette;nr;nr;nr;nr;nr;nr;nr;balance;nr;honda;totto;nr;nr;sony ericsson;accer;2;2;4;4;5;3;5;4;1;4;1;4;4;1;3
